page_number,char_count,myanmar_char_count,myanmar_char_ratio,avg_word_confidence,empty_page,suspicious_page,has_error
69,2748,2527,0.92,0.989,False,False,False
70,2612,2398,0.918,0.978,False,False,False
71,2626,2405,0.916,0.986,False,False,False
72,3035,2776,0.915,0.978,False,False,False
73,2733,2484,0.909,0.979,False,False,False
74,2870,2620,0.913,0.989,False,False,False
75,3004,2750,0.915,0.989,False,False,False
76,2586,2352,0.91,0.986,False,False,False
77,3216,2958,0.92,0.985,False,False,False
78,3023,2722,0.9,0.98,False,False,False
79,3267,3035,0.929,0.99,False,False,False
80,3156,2908,0.921,0.983,False,False,False
81,3248,2984,0.919,0.977,False,False,False
82,3181,2908,0.914,0.983,False,False,False
83,303,274,0.904,0.992,False,False,False
84,301,262,0.87,0.866,False,False,False
85,127,108,0.85,0.997,False,False,False
86,624,197,0.316,0.909,False,False,False
87,66,50,0.758,0.993,False,False,False
88,206,184,0.893,0.994,False,False,False
89,158,138,0.873,0.981,False,False,False
90,111,95,0.856,0.952,False,False,False
91,2957,2729,0.923,0.991,False,False,False
92,3006,2800,0.931,0.991,False,False,False
93,2782,2550,0.917,0.984,False,False,False
94,3191,2939,0.921,0.986,False,False,False
95,3186,2923,0.917,0.987,False,False,False
96,2934,2686,0.915,0.985,False,False,False
97,2994,2770,0.925,0.992,False,False,False
98,2900,2673,0.922,0.984,False,False,False
99,3023,2791,0.923,0.988,False,False,False
100,2851,2608,0.915,0.98,False,False,False
101,3137,2896,0.923,0.986,False,False,False
102,3250,2999,0.923,0.986,False,False,False
103,3129,2886,0.922,0.986,False,False,False
104,3040,2799,0.921,0.988,False,False,False
105,2820,2583,0.916,0.982,False,False,False
106,3019,2732,0.905,0.978,False,False,False
107,3188,2962,0.929,0.987,False,False,False
108,3130,2875,0.919,0.983,False,False,False
109,2879,2638,0.916,0.983,False,False,False
110,2509,2320,0.925,0.982,False,False,False
111,3074,2821,0.918,0.988,False,False,False
112,3132,2880,0.92,0.98,False,False,False
113,3143,2885,0.918,0.986,False,False,False
114,3129,2911,0.93,0.99,False,False,False
115,3001,2757,0.919,0.981,False,False,False
116,3267,3009,0.921,0.988,False,False,False
117,3116,2865,0.919,0.975,False,False,False
118,3088,2833,0.917,0.984,False,False,False
119,3412,3162,0.927,0.981,False,False,False
120,1222,1119,0.916,0.987,False,False,False
121,2280,2107,0.924,0.988,False,False,False
122,2756,2536,0.92,0.985,False,False,False
123,2840,2616,0.921,0.989,False,False,False
124,2844,2614,0.919,0.988,False,False,False
125,3059,2736,0.894,0.982,False,False,False
126,2558,2351,0.919,0.983,False,False,False
127,2945,2678,0.909,0.978,False,False,False
128,3127,2880,0.921,0.978,False,False,False
129,2588,2374,0.917,0.987,False,False,False
130,3129,2824,0.903,0.985,False,False,False
131,2965,2712,0.915,0.985,False,False,False
132,2805,2582,0.92,0.984,False,False,False
133,3171,2924,0.922,0.983,False,False,False
134,3048,2781,0.912,0.993,False,False,False
135,3037,2796,0.921,0.992,False,False,False
136,3096,2868,0.926,0.986,False,False,False
137,2796,2574,0.921,0.989,False,False,False
138,2619,2415,0.922,0.984,False,False,False
139,67,49,0.731,0.955,False,False,False
140,387,334,0.863,0.897,False,False,False
141,406,358,0.882,0.99,False,False,False
142,287,253,0.882,0.982,False,False,False
143,317,274,0.864,0.975,False,False,False
144,389,335,0.861,0.992,False,False,False
145,612,529,0.864,0.988,False,False,False
146,376,329,0.875,0.94,False,False,False
147,299,255,0.853,0.979,False,False,False
148,395,350,0.886,0.988,False,False,False
149,433,392,0.905,0.991,False,False,False
150,633,554,0.875,0.987,False,False,False
151,513,466,0.908,0.989,False,False,False
152,467,430,0.921,0.993,False,False,False
153,388,350,0.902,0.98,False,False,False
154,218,190,0.872,0.972,False,False,False
155,2619,2389,0.912,0.984,False,False,False
156,2908,2658,0.914,0.977,False,False,False
157,3294,3047,0.925,0.978,False,False,False
158,3409,3142,0.922,0.983,False,False,False
159,3498,3215,0.919,0.98,False,False,False
160,3324,3071,0.924,0.979,False,False,False
161,3211,2963,0.923,0.982,False,False,False
162,1734,1583,0.913,0.99,False,False,False
163,2199,2016,0.917,0.984,False,False,False
164,2918,2673,0.916,0.984,False,False,False
165,2374,2188,0.922,0.975,False,False,False
166,3221,2947,0.915,0.974,False,False,False
167,3357,3066,0.913,0.98,False,False,False
168,3174,2937,0.925,0.982,False,False,False
169,2959,2715,0.918,0.988,False,False,False
170,2302,2130,0.925,0.978,False,False,False
171,1400,1292,0.923,0.961,False,False,False
172,1615,1504,0.931,0.989,False,False,False
173,2136,1959,0.917,0.978,False,False,False
174,3058,2794,0.914,0.983,False,False,False
175,2013,1874,0.931,0.951,False,False,False
176,2518,2324,0.923,0.972,False,False,False
177,2827,2590,0.916,0.982,False,False,False
178,2607,2380,0.913,0.983,False,False,False
179,2807,2563,0.913,0.985,False,False,False
180,2798,2534,0.906,0.986,False,False,False
181,2689,2463,0.916,0.989,False,False,False
182,2672,2429,0.909,0.985,False,False,False
183,3107,2831,0.911,0.982,False,False,False
184,2654,2432,0.916,0.974,False,False,False
185,2933,2647,0.902,0.983,False,False,False
186,3148,2646,0.841,0.973,False,False,False
187,3036,2783,0.917,0.984,False,False,False
188,3219,2917,0.906,0.985,False,False,False
189,3000,2745,0.915,0.98,False,False,False
190,2951,2703,0.916,0.979,False,False,False
191,2731,2494,0.913,0.984,False,False,False
192,2820,2585,0.917,0.979,False,False,False
193,2599,2375,0.914,0.982,False,False,False
194,2705,2482,0.918,0.983,False,False,False
195,2875,2615,0.91,0.982,False,False,False
196,2916,2685,0.921,0.98,False,False,False
197,2792,2567,0.919,0.986,False,False,False
198,2932,2694,0.919,0.99,False,False,False
199,2726,2481,0.91,0.978,False,False,False
200,3029,2749,0.908,0.978,False,False,False
201,2918,2674,0.916,0.984,False,False,False
202,3140,2873,0.915,0.987,False,False,False
203,2658,2407,0.906,0.987,False,False,False
204,2602,2376,0.913,0.984,False,False,False
205,3050,2808,0.921,0.99,False,False,False
206,2858,2615,0.915,0.987,False,False,False
207,2568,2349,0.915,0.982,False,False,False
208,3019,2745,0.909,0.986,False,False,False
209,2813,2564,0.911,0.99,False,False,False
210,2997,2737,0.913,0.987,False,False,False
211,2835,2599,0.917,0.98,False,False,False
212,2668,2441,0.915,0.987,False,False,False
213,2505,2258,0.901,0.984,False,False,False
214,2738,2523,0.921,0.985,False,False,False
215,2887,2659,0.921,0.991,False,False,False
216,3098,2845,0.918,0.98,False,False,False
217,3490,3218,0.922,0.977,False,False,False
218,2664,2455,0.922,0.99,False,False,False
219,2777,2507,0.903,0.983,False,False,False
220,2125,1961,0.923,0.981,False,False,False
221,2934,2693,0.918,0.988,False,False,False
222,3075,2837,0.923,0.989,False,False,False
223,2790,2574,0.923,0.993,False,False,False
224,1786,1640,0.918,0.948,False,False,False
225,2563,2310,0.901,0.968,False,False,False
226,2591,2384,0.92,0.989,False,False,False
227,2609,2384,0.914,0.983,False,False,False
228,2845,2605,0.916,0.989,False,False,False
229,2696,2475,0.918,0.984,False,False,False
230,2775,2550,0.919,0.989,False,False,False
231,2617,2396,0.916,0.99,False,False,False
232,3045,2799,0.919,0.986,False,False,False
233,2849,2605,0.914,0.98,False,False,False
234,2824,2600,0.921,0.989,False,False,False
235,2806,2563,0.913,0.983,False,False,False
236,2699,2453,0.909,0.985,False,False,False
237,2651,2429,0.916,0.985,False,False,False
238,2798,2542,0.909,0.976,False,False,False
239,2560,2361,0.922,0.991,False,False,False
240,2887,2647,0.917,0.981,False,False,False
241,2061,1908,0.926,0.966,False,False,False
242,3006,2752,0.916,0.985,False,False,False
243,2653,2422,0.913,0.987,False,False,False
244,2888,2646,0.916,0.989,False,False,False
245,2897,2660,0.918,0.982,False,False,False
246,2708,2470,0.912,0.984,False,False,False
247,2966,2734,0.922,0.988,False,False,False
248,3029,2786,0.92,0.989,False,False,False
249,2967,2726,0.919,0.988,False,False,False
250,2625,2400,0.914,0.986,False,False,False
251,3037,2780,0.915,0.989,False,False,False
252,2810,2572,0.915,0.988,False,False,False
253,3050,2810,0.921,0.988,False,False,False
254,2737,2496,0.912,0.979,False,False,False
255,2731,2490,0.912,0.984,False,False,False
256,2960,2714,0.917,0.985,False,False,False
257,2933,2706,0.923,0.989,False,False,False
258,3029,2797,0.923,0.983,False,False,False
259,3106,2845,0.916,0.989,False,False,False
260,3022,2801,0.927,0.994,False,False,False
261,3192,2958,0.927,0.994,False,False,False
262,3006,2757,0.917,0.982,False,False,False
263,3020,2794,0.925,0.991,False,False,False
264,2942,2703,0.919,0.986,False,False,False
265,2966,2715,0.915,0.99,False,False,False
266,3021,2781,0.921,0.991,False,False,False
267,2919,2652,0.909,0.985,False,False,False
268,2977,2718,0.913,0.982,False,False,False
269,2785,2541,0.912,0.986,False,False,False
270,2836,2603,0.918,0.979,False,False,False
271,2599,2371,0.912,0.972,False,False,False
272,1927,1753,0.91,0.976,False,False,False
273,2239,2051,0.916,0.966,False,False,False
274,2741,2482,0.906,0.984,False,False,False
275,3045,2791,0.917,0.984,False,False,False
276,2793,2558,0.916,0.983,False,False,False
277,2601,2362,0.908,0.986,False,False,False
278,2857,2636,0.923,0.989,False,False,False
279,2910,2684,0.922,0.987,False,False,False
280,2805,2573,0.917,0.986,False,False,False
281,2848,2604,0.914,0.98,False,False,False
282,3084,2856,0.926,0.982,False,False,False
283,3130,2893,0.924,0.982,False,False,False
284,3285,3052,0.929,0.986,False,False,False
285,2840,2623,0.924,0.981,False,False,False
286,2596,2366,0.911,0.991,False,False,False
287,2573,2364,0.919,0.989,False,False,False
288,3070,2818,0.918,0.987,False,False,False
289,2827,2563,0.907,0.986,False,False,False
290,3030,2798,0.923,0.988,False,False,False
291,2843,2600,0.915,0.991,False,False,False
292,2884,2644,0.917,0.993,False,False,False
293,2832,2568,0.907,0.988,False,False,False
294,2721,2467,0.907,0.983,False,False,False
295,2788,2529,0.907,0.972,False,False,False
296,2819,2570,0.912,0.974,False,False,False
297,2864,2619,0.914,0.991,False,False,False
298,3122,2874,0.921,0.986,False,False,False
299,3118,2664,0.854,0.942,False,False,False
300,3087,2726,0.883,0.968,False,False,False
301,3125,2882,0.922,0.981,False,False,False
302,2973,2741,0.922,0.983,False,False,False
303,2828,2582,0.913,0.987,False,False,False
304,2765,2545,0.92,0.99,False,False,False
305,2691,2424,0.901,0.986,False,False,False
306,2791,2566,0.919,0.988,False,False,False
307,2650,2419,0.913,0.989,False,False,False
308,2921,2677,0.916,0.987,False,False,False
309,2722,2511,0.922,0.979,False,False,False
310,2775,2516,0.907,0.985,False,False,False
311,2765,2512,0.908,0.987,False,False,False
312,3033,2791,0.92,0.985,False,False,False
313,2902,2674,0.921,0.993,False,False,False
314,2985,2734,0.916,0.986,False,False,False
315,2794,2571,0.92,0.989,False,False,False
316,2672,2447,0.916,0.99,False,False,False
317,2373,2142,0.903,0.988,False,False,False
318,2726,2500,0.917,0.984,False,False,False
319,2868,2620,0.914,0.982,False,False,False
320,3096,2851,0.921,0.989,False,False,False
321,3304,3066,0.928,0.992,False,False,False
322,2927,2694,0.92,0.992,False,False,False
323,3091,2824,0.914,0.981,False,False,False
324,3059,2802,0.916,0.988,False,False,False
325,2745,2534,0.923,0.985,False,False,False
326,2625,2436,0.928,0.988,False,False,False
327,2728,2535,0.929,0.989,False,False,False
328,2514,2333,0.928,0.988,False,False,False
329,2623,2419,0.922,0.973,False,False,False
330,2725,2513,0.922,0.99,False,False,False
331,2702,2473,0.915,0.991,False,False,False
332,2759,2522,0.914,0.976,False,False,False
333,2892,2645,0.915,0.966,False,False,False
334,2486,2267,0.912,0.955,False,False,False
335,2630,2409,0.916,0.976,False,False,False
336,2493,2296,0.921,0.989,False,False,False
337,1729,1571,0.909,0.982,False,False,False
338,1957,1807,0.923,0.988,False,False,False
339,3019,2777,0.92,0.99,False,False,False
340,2789,2576,0.924,0.988,False,False,False
341,2828,2604,0.921,0.99,False,False,False
342,3012,2784,0.924,0.982,False,False,False
343,2736,2532,0.925,0.99,False,False,False
344,3044,2793,0.918,0.981,False,False,False
345,3054,2802,0.917,0.979,False,False,False
346,2952,2687,0.91,0.983,False,False,False
347,105,85,0.81,0.973,False,False,False
348,400,338,0.845,0.976,False,False,False
349,369,324,0.878,0.977,False,False,False
350,371,322,0.868,0.973,False,False,False
351,363,320,0.882,0.98,False,False,False
352,302,261,0.864,0.989,False,False,False
353,345,298,0.864,0.985,False,False,False
354,350,310,0.886,0.992,False,False,False
355,2906,2679,0.922,0.986,False,False,False
356,3021,2798,0.926,0.989,False,False,False
357,2765,2537,0.918,0.98,False,False,False
358,2961,2719,0.918,0.979,False,False,False
359,2805,2575,0.918,0.99,False,False,False
360,3017,2755,0.913,0.984,False,False,False
361,3080,2793,0.907,0.983,False,False,False
362,3021,2776,0.919,0.989,False,False,False
363,2885,2645,0.917,0.991,False,False,False
364,2785,2603,0.935,0.992,False,False,False
365,2943,2733,0.929,0.991,False,False,False
366,3101,2858,0.922,0.984,False,False,False
367,2901,2661,0.917,0.968,False,False,False
368,3070,2822,0.919,0.99,False,False,False
369,2998,2744,0.915,0.981,False,False,False
370,3098,2833,0.914,0.982,False,False,False
371,2765,2547,0.921,0.987,False,False,False
372,3135,2884,0.92,0.985,False,False,False
373,3240,2961,0.914,0.985,False,False,False
374,3101,2845,0.917,0.987,False,False,False
375,2917,2643,0.906,0.98,False,False,False
376,3035,2778,0.915,0.988,False,False,False
377,2839,2603,0.917,0.992,False,False,False
378,2817,2588,0.919,0.993,False,False,False
379,3094,2836,0.917,0.991,False,False,False
380,2966,2712,0.914,0.984,False,False,False
381,3066,2818,0.919,0.977,False,False,False
382,2998,2734,0.912,0.985,False,False,False
383,3029,2806,0.926,0.981,False,False,False
384,3288,3035,0.923,0.98,False,False,False
385,3260,3006,0.922,0.986,False,False,False
386,2942,2676,0.91,0.988,False,False,False
387,2977,2693,0.905,0.984,False,False,False
388,3034,2802,0.924,0.989,False,False,False
389,2442,2221,0.91,0.985,False,False,False
390,3260,3010,0.923,0.989,False,False,False
391,3522,3226,0.916,0.981,False,False,False
392,3162,2922,0.924,0.977,False,False,False
393,3103,2879,0.928,0.983,False,False,False
394,3105,2857,0.92,0.989,False,False,False
395,3103,2840,0.915,0.981,False,False,False
396,3077,2849,0.926,0.992,False,False,False
397,3151,2920,0.927,0.982,False,False,False
398,3042,2776,0.913,0.987,False,False,False
399,2701,2455,0.909,0.987,False,False,False
400,3109,2804,0.902,0.98,False,False,False
401,2950,2698,0.915,0.988,False,False,False
402,3005,2737,0.911,0.987,False,False,False
403,2818,2592,0.92,0.988,False,False,False
404,3023,2757,0.912,0.984,False,False,False
405,2808,2578,0.918,0.982,False,False,False
406,2733,2487,0.91,0.992,False,False,False
407,3131,2876,0.919,0.984,False,False,False
408,3076,2827,0.919,0.982,False,False,False
409,3276,3034,0.926,0.992,False,False,False
410,3046,2808,0.922,0.99,False,False,False
411,2933,2711,0.924,0.987,False,False,False
412,3118,2876,0.922,0.99,False,False,False
413,3095,2860,0.924,0.992,False,False,False
414,3164,2903,0.918,0.988,False,False,False
415,3174,2886,0.909,0.988,False,False,False
416,2691,2466,0.916,0.987,False,False,False
417,3221,2942,0.913,0.986,False,False,False
418,2658,2432,0.915,0.992,False,False,False
419,3079,2812,0.913,0.991,False,False,False
420,2954,2699,0.914,0.988,False,False,False
421,3316,3020,0.911,0.986,False,False,False
422,3201,2936,0.917,0.987,False,False,False
423,2717,2493,0.918,0.981,False,False,False
424,2750,2539,0.923,0.979,False,False,False
425,2825,2542,0.9,0.98,False,False,False
426,3213,2958,0.921,0.985,False,False,False
427,2957,2721,0.92,0.985,False,False,False
428,2768,2525,0.912,0.988,False,False,False
429,2991,2770,0.926,0.99,False,False,False
430,3070,2812,0.916,0.984,False,False,False
431,2891,2651,0.917,0.989,False,False,False
432,2809,2561,0.912,0.987,False,False,False
433,2874,2626,0.914,0.985,False,False,False
434,2818,2577,0.914,0.989,False,False,False
435,2928,2662,0.909,0.981,False,False,False
436,3090,2815,0.911,0.975,False,False,False
437,3065,2818,0.919,0.979,False,False,False
438,3038,2785,0.917,0.988,False,False,False
439,3171,2922,0.921,0.986,False,False,False
440,3067,2813,0.917,0.983,False,False,False
441,2973,2737,0.921,0.992,False,False,False
442,2956,2687,0.909,0.985,False,False,False
443,3238,2972,0.918,0.99,False,False,False
444,2847,2570,0.903,0.981,False,False,False
445,3169,2899,0.915,0.987,False,False,False
446,3003,2724,0.907,0.988,False,False,False
447,3073,2817,0.917,0.986,False,False,False
448,2834,2564,0.905,0.973,False,False,False
449,3019,2753,0.912,0.982,False,False,False
450,3012,2758,0.916,0.983,False,False,False
451,2947,2721,0.923,0.988,False,False,False
452,2795,2555,0.914,0.978,False,False,False
453,2820,2572,0.912,0.986,False,False,False
454,2778,2553,0.919,0.989,False,False,False
455,2812,2563,0.911,0.983,False,False,False
456,3031,2783,0.918,0.991,False,False,False
457,3108,2880,0.927,0.989,False,False,False
458,2942,2668,0.907,0.982,False,False,False
459,3117,2898,0.93,0.987,False,False,False
460,3161,2874,0.909,0.976,False,False,False
461,2676,2449,0.915,0.988,False,False,False
462,2901,2674,0.922,0.988,False,False,False
463,3147,2905,0.923,0.983,False,False,False
464,3059,2813,0.92,0.985,False,False,False
465,2173,1985,0.913,0.977,False,False,False
466,1712,1572,0.918,0.963,False,False,False
467,1715,1549,0.903,0.955,False,False,False
468,2021,1832,0.906,0.953,False,False,False
469,2498,2298,0.92,0.943,False,False,False
470,3172,2913,0.918,0.989,False,False,False
471,2925,2694,0.921,0.989,False,False,False
472,3077,2782,0.904,0.985,False,False,False
473,2852,2593,0.909,0.986,False,False,False
474,2913,2681,0.92,0.987,False,False,False
475,3001,2763,0.921,0.989,False,False,False
476,3081,2822,0.916,0.984,False,False,False
477,3275,3039,0.928,0.99,False,False,False
478,3173,2928,0.923,0.992,False,False,False
479,3277,3030,0.925,0.994,False,False,False
480,3139,2910,0.927,0.994,False,False,False
481,3178,2931,0.922,0.99,False,False,False
482,2950,2713,0.92,0.988,False,False,False
483,2853,2638,0.925,0.981,False,False,False
484,2847,2620,0.92,0.991,False,False,False
485,2840,2580,0.908,0.986,False,False,False
486,3148,2893,0.919,0.981,False,False,False
487,3048,2805,0.92,0.988,False,False,False
488,2779,2569,0.924,0.989,False,False,False
489,3249,2999,0.923,0.987,False,False,False
490,3141,2915,0.928,0.991,False,False,False
491,3051,2833,0.929,0.991,False,False,False
492,3015,2746,0.911,0.979,False,False,False
493,3253,2995,0.921,0.981,False,False,False
494,2794,2576,0.922,0.981,False,False,False
495,3107,2874,0.925,0.987,False,False,False
496,2845,2612,0.918,0.987,False,False,False
497,2992,2758,0.922,0.988,False,False,False
498,3358,3087,0.919,0.989,False,False,False
499,2827,2604,0.921,0.988,False,False,False
500,2997,2758,0.92,0.978,False,False,False
501,2935,2726,0.929,0.989,False,False,False
502,3195,2964,0.928,0.989,False,False,False
503,3155,2931,0.929,0.988,False,False,False
504,3163,2900,0.917,0.981,False,False,False
505,3054,2821,0.924,0.977,False,False,False
506,2956,2751,0.931,0.978,False,False,False
507,2796,2594,0.928,0.983,False,False,False
508,3123,2847,0.912,0.983,False,False,False
509,3060,2804,0.916,0.989,False,False,False
510,3106,2853,0.919,0.987,False,False,False
511,2684,2476,0.923,0.978,False,False,False
512,2557,2316,0.906,0.967,False,False,False
513,2905,2569,0.884,0.978,False,False,False
514,1869,1710,0.915,0.987,False,False,False
515,149,134,0.899,0.981,False,False,False
516,2958,2789,0.943,0.741,False,False,False
517,264,230,0.871,0.988,False,False,False
518,315,286,0.908,0.993,False,False,False
519,558,41,0.073,0.732,False,True,False
520,287,257,0.895,0.971,False,False,False
521,250,218,0.872,0.968,False,False,False
522,508,436,0.858,0.962,False,False,False
523,1529,1432,0.937,0.988,False,False,False
524,1289,1186,0.92,0.963,False,False,False
525,1027,922,0.898,0.969,False,False,False
526,1151,1045,0.908,0.963,False,False,False
527,1516,1395,0.92,0.977,False,False,False
528,1069,977,0.914,0.973,False,False,False
529,819,727,0.888,0.957,False,False,False
530,870,772,0.887,0.958,False,False,False
531,1431,1320,0.922,0.98,False,False,False
532,1742,1613,0.926,0.983,False,False,False
533,1578,1460,0.925,0.982,False,False,False
534,1800,1664,0.924,0.987,False,False,False
535,1624,1498,0.922,0.978,False,False,False
536,1029,929,0.903,0.971,False,False,False
537,1624,1515,0.933,0.965,False,False,False
538,1000,912,0.912,0.947,False,False,False
539,2125,1874,0.882,0.977,False,False,False
540,1980,1752,0.885,0.976,False,False,False
541,2610,2304,0.883,0.978,False,False,False
542,1641,1423,0.867,0.971,False,False,False
543,2229,1979,0.888,0.959,False,False,False
544,2021,1781,0.881,0.967,False,False,False
545,1817,1539,0.847,0.962,False,False,False
546,1746,1451,0.831,0.971,False,False,False
547,1621,1324,0.817,0.96,False,False,False
548,1655,1378,0.833,0.95,False,False,False
549,1738,1432,0.824,0.971,False,False,False
550,1825,1524,0.835,0.955,False,False,False
551,1766,1482,0.839,0.966,False,False,False
552,1703,1425,0.837,0.967,False,False,False
553,1769,1480,0.837,0.957,False,False,False
554,2346,2044,0.871,0.979,False,False,False
555,1995,1739,0.872,0.975,False,False,False
556,2110,1841,0.873,0.968,False,False,False
557,1999,1768,0.884,0.97,False,False,False
558,1938,1671,0.862,0.978,False,False,False
559,2272,1977,0.87,0.986,False,False,False
560,2422,2122,0.876,0.982,False,False,False
561,1988,1724,0.867,0.985,False,False,False
562,2107,1822,0.865,0.973,False,False,False
563,1963,1707,0.87,0.972,False,False,False
564,1890,1612,0.853,0.968,False,False,False
565,2031,1759,0.866,0.973,False,False,False
566,2671,2325,0.87,0.985,False,False,False
567,2426,2129,0.878,0.982,False,False,False
568,2006,1767,0.881,0.966,False,False,False
569,2463,2152,0.874,0.973,False,False,False
570,2670,2372,0.888,0.984,False,False,False
571,2485,2216,0.892,0.978,False,False,False
572,2385,2100,0.881,0.977,False,False,False
573,2367,2086,0.881,0.984,False,False,False
574,2148,1840,0.857,0.964,False,False,False
575,2192,1884,0.859,0.978,False,False,False
576,2017,1774,0.88,0.961,False,False,False
577,1686,1462,0.867,0.964,False,False,False
578,1982,1746,0.881,0.97,False,False,False
579,2014,1716,0.852,0.968,False,False,False
580,1941,1683,0.867,0.98,False,False,False
581,2009,1745,0.869,0.969,False,False,False
582,1992,1730,0.868,0.976,False,False,False
583,2078,1822,0.877,0.972,False,False,False
584,2193,1896,0.865,0.983,False,False,False
585,2526,2226,0.881,0.98,False,False,False
586,2522,2228,0.883,0.981,False,False,False
587,2810,2467,0.878,0.981,False,False,False
588,2228,1925,0.864,0.971,False,False,False
589,2253,2006,0.89,0.979,False,False,False
590,2679,2379,0.888,0.977,False,False,False
591,2759,2435,0.883,0.97,False,False,False
592,2583,2254,0.873,0.974,False,False,False
593,2665,2351,0.882,0.979,False,False,False
594,2227,1931,0.867,0.979,False,False,False
595,1851,1586,0.857,0.965,False,False,False
596,2054,1743,0.849,0.971,False,False,False
597,1521,1318,0.867,0.98,False,False,False
598,1537,1316,0.856,0.962,False,False,False
599,2674,2232,0.835,0.988,False,False,False
600,2944,2552,0.867,0.987,False,False,False
601,2567,2143,0.835,0.977,False,False,False
602,1722,1503,0.873,0.97,False,False,False
603,42,0,0.0,0.833,False,True,False
604,1,0,0.0,0.849,False,True,False
605,492,453,0.921,0.98,False,False,False
