page_number,char_count,myanmar_char_count,myanmar_char_ratio,avg_word_confidence,empty_page,suspicious_page,has_error
74,3082,2813,0.913,0.987,False,False,False
75,3029,2789,0.921,0.991,False,False,False
76,3059,2785,0.91,0.989,False,False,False
77,3063,2814,0.919,0.987,False,False,False
78,2952,2699,0.914,0.985,False,False,False
79,3142,2884,0.918,0.988,False,False,False
80,3164,2878,0.91,0.989,False,False,False
81,2711,2475,0.913,0.983,False,False,False
82,2956,2707,0.916,0.988,False,False,False
83,2413,2186,0.906,0.988,False,False,False
84,2413,2201,0.912,0.99,False,False,False
85,2963,2714,0.916,0.984,False,False,False
86,2734,2496,0.913,0.985,False,False,False
87,3191,2926,0.917,0.984,False,False,False
88,2611,2359,0.903,0.981,False,False,False
89,3013,2737,0.908,0.982,False,False,False
90,2784,2545,0.914,0.986,False,False,False
91,3071,2808,0.914,0.978,False,False,False
92,3008,2763,0.919,0.989,False,False,False
93,3028,2779,0.918,0.987,False,False,False
94,2809,2566,0.913,0.982,False,False,False
95,2949,2676,0.907,0.99,False,False,False
96,2993,2737,0.914,0.989,False,False,False
97,3086,2811,0.911,0.99,False,False,False
98,2891,2636,0.912,0.985,False,False,False
99,2769,2531,0.914,0.988,False,False,False
100,3014,2772,0.92,0.986,False,False,False
101,3137,2887,0.92,0.988,False,False,False
102,2690,2461,0.915,0.983,False,False,False
103,3252,2989,0.919,0.985,False,False,False
104,2942,2700,0.918,0.982,False,False,False
105,2873,2633,0.916,0.988,False,False,False
106,3163,2892,0.914,0.986,False,False,False
107,2637,2411,0.914,0.984,False,False,False
108,2767,2521,0.911,0.987,False,False,False
109,2942,2690,0.914,0.988,False,False,False
110,2819,2590,0.919,0.988,False,False,False
111,2839,2594,0.914,0.989,False,False,False
112,3087,2850,0.923,0.988,False,False,False
113,2730,2490,0.912,0.988,False,False,False
114,2754,2493,0.905,0.986,False,False,False
115,2790,2537,0.909,0.985,False,False,False
116,3109,2854,0.918,0.987,False,False,False
117,3062,2806,0.916,0.988,False,False,False
118,2796,2551,0.912,0.98,False,False,False
119,3013,2757,0.915,0.984,False,False,False
120,3147,2874,0.913,0.982,False,False,False
121,3199,2891,0.904,0.979,False,False,False
122,2726,2498,0.916,0.989,False,False,False
123,2734,2496,0.913,0.982,False,False,False
124,2940,2689,0.915,0.983,False,False,False
125,2877,2617,0.91,0.987,False,False,False
126,2995,2736,0.914,0.987,False,False,False
127,3151,2868,0.91,0.985,False,False,False
128,3029,2767,0.914,0.981,False,False,False
129,3012,2760,0.916,0.984,False,False,False
130,2752,2469,0.897,0.986,False,False,False
131,2948,2674,0.907,0.988,False,False,False
132,2898,2637,0.91,0.981,False,False,False
133,3060,2793,0.913,0.986,False,False,False
134,2712,2464,0.909,0.99,False,False,False
135,3012,2747,0.912,0.988,False,False,False
136,2720,2495,0.917,0.988,False,False,False
137,3222,2968,0.921,0.988,False,False,False
138,2806,2577,0.918,0.988,False,False,False
139,2660,2431,0.914,0.983,False,False,False
140,2841,2618,0.922,0.989,False,False,False
141,2902,2659,0.916,0.991,False,False,False
142,3035,2781,0.916,0.982,False,False,False
143,2875,2643,0.919,0.986,False,False,False
144,3158,2898,0.918,0.99,False,False,False
145,2784,2551,0.916,0.992,False,False,False
146,3007,2744,0.913,0.98,False,False,False
147,2728,2486,0.911,0.987,False,False,False
148,3173,2819,0.888,0.983,False,False,False
149,2630,2376,0.903,0.988,False,False,False
150,2959,2673,0.903,0.989,False,False,False
151,2670,2315,0.867,0.957,False,False,False
152,2984,2593,0.869,0.976,False,False,False
153,3044,2779,0.913,0.99,False,False,False
154,3164,2892,0.914,0.988,False,False,False
155,2357,2134,0.905,0.988,False,False,False
156,2906,2644,0.91,0.987,False,False,False
157,3058,2773,0.907,0.985,False,False,False
158,2882,2637,0.915,0.988,False,False,False
159,2783,2549,0.916,0.986,False,False,False
160,2828,2539,0.898,0.979,False,False,False
161,2904,2631,0.906,0.986,False,False,False
162,2755,2490,0.904,0.99,False,False,False
163,2902,2615,0.901,0.984,False,False,False
164,2578,2359,0.915,0.987,False,False,False
165,2652,2426,0.915,0.985,False,False,False
166,2889,2621,0.907,0.983,False,False,False
167,2902,2634,0.908,0.985,False,False,False
168,2572,2334,0.907,0.982,False,False,False
169,2711,2464,0.909,0.984,False,False,False
170,2778,2538,0.914,0.984,False,False,False
171,2969,2707,0.912,0.988,False,False,False
172,2832,2593,0.916,0.986,False,False,False
173,2732,2497,0.914,0.985,False,False,False
174,2992,2728,0.912,0.982,False,False,False
175,2604,2355,0.904,0.973,False,False,False
176,2840,2555,0.9,0.989,False,False,False
177,2712,2482,0.915,0.985,False,False,False
178,2836,2594,0.915,0.992,False,False,False
179,2779,2539,0.914,0.987,False,False,False
180,2897,2655,0.916,0.991,False,False,False
181,2904,2642,0.91,0.987,False,False,False
182,2851,2594,0.91,0.986,False,False,False
183,2881,2634,0.914,0.991,False,False,False
184,3024,2785,0.921,0.988,False,False,False
185,3081,2844,0.923,0.991,False,False,False
186,2962,2724,0.92,0.989,False,False,False
187,2997,2735,0.913,0.984,False,False,False
188,2762,2526,0.915,0.985,False,False,False
189,2869,2602,0.907,0.986,False,False,False
190,2951,2698,0.914,0.985,False,False,False
191,2917,2681,0.919,0.991,False,False,False
192,2285,2052,0.898,0.982,False,False,False
193,2083,1898,0.911,0.985,False,False,False
194,2966,2713,0.915,0.981,False,False,False
195,2815,2578,0.916,0.98,False,False,False
196,2872,2619,0.912,0.987,False,False,False
197,2989,2713,0.908,0.978,False,False,False
198,3017,2759,0.914,0.987,False,False,False
199,2714,2455,0.905,0.982,False,False,False
200,2863,2606,0.91,0.982,False,False,False
201,2861,2571,0.899,0.984,False,False,False
202,2881,2618,0.909,0.986,False,False,False
203,2605,2351,0.902,0.976,False,False,False
204,3032,2753,0.908,0.977,False,False,False
205,2662,2398,0.901,0.981,False,False,False
206,3179,2900,0.912,0.972,False,False,False
207,2895,2647,0.914,0.971,False,False,False
208,3208,2931,0.914,0.967,False,False,False
209,3117,2843,0.912,0.955,False,False,False
210,2843,2561,0.901,0.977,False,False,False
211,2880,2631,0.914,0.962,False,False,False
212,3091,2791,0.903,0.961,False,False,False
213,2857,2598,0.909,0.984,False,False,False
214,3011,2744,0.911,0.991,False,False,False
215,2753,2503,0.909,0.986,False,False,False
216,2758,2502,0.907,0.986,False,False,False
217,2910,2531,0.87,0.964,False,False,False
218,2948,2669,0.905,0.976,False,False,False
219,2800,2523,0.901,0.98,False,False,False
220,2900,2660,0.917,0.98,False,False,False
221,2885,2646,0.917,0.986,False,False,False
222,3020,2729,0.904,0.987,False,False,False
223,2870,2595,0.904,0.98,False,False,False
224,2929,2634,0.899,0.987,False,False,False
225,2937,2637,0.898,0.987,False,False,False
226,2830,2558,0.904,0.982,False,False,False
227,2982,2702,0.906,0.986,False,False,False
228,2933,2685,0.915,0.988,False,False,False
229,2997,2753,0.919,0.986,False,False,False
230,3033,2749,0.906,0.985,False,False,False
231,2881,2617,0.908,0.984,False,False,False
232,2776,2524,0.909,0.984,False,False,False
233,2794,2534,0.907,0.972,False,False,False
234,2689,2462,0.916,0.988,False,False,False
235,2708,2469,0.912,0.982,False,False,False
236,2986,2719,0.911,0.984,False,False,False
237,2875,2642,0.919,0.983,False,False,False
238,2855,2614,0.916,0.981,False,False,False
239,2811,2575,0.916,0.988,False,False,False
240,2774,2542,0.916,0.988,False,False,False
241,2818,2547,0.904,0.988,False,False,False
242,2817,2546,0.904,0.987,False,False,False
243,2951,2710,0.918,0.986,False,False,False
244,2937,2667,0.908,0.986,False,False,False
245,2923,2641,0.904,0.981,False,False,False
246,2920,2675,0.916,0.983,False,False,False
247,2833,2584,0.912,0.98,False,False,False
248,2857,2623,0.918,0.992,False,False,False
249,3012,2758,0.916,0.991,False,False,False
250,2704,2463,0.911,0.987,False,False,False
251,3104,2812,0.906,0.98,False,False,False
252,2745,2525,0.92,0.988,False,False,False
253,147,122,0.83,0.961,False,False,False
254,51,47,0.922,0.833,False,False,False
255,173,161,0.931,0.967,False,False,False
256,262,234,0.893,0.994,False,False,False
257,2732,2508,0.918,0.993,False,False,False
258,2759,2488,0.902,0.984,False,False,False
259,1900,1705,0.897,0.968,False,False,False
260,2321,2121,0.914,0.987,False,False,False
261,3004,2770,0.922,0.99,False,False,False
262,3066,2780,0.907,0.986,False,False,False
263,2986,2711,0.908,0.986,False,False,False
264,2981,2695,0.904,0.981,False,False,False
265,2986,2743,0.919,0.988,False,False,False
266,2982,2736,0.918,0.988,False,False,False
267,2704,2466,0.912,0.98,False,False,False
268,2834,2552,0.9,0.988,False,False,False
269,2965,2699,0.91,0.982,False,False,False
270,2786,2527,0.907,0.985,False,False,False
271,3035,2770,0.913,0.989,False,False,False
272,3087,2821,0.914,0.983,False,False,False
273,2765,2503,0.905,0.984,False,False,False
274,2860,2613,0.914,0.987,False,False,False
275,3036,2777,0.915,0.984,False,False,False
276,1141,1031,0.904,0.974,False,False,False
277,2337,2143,0.917,0.989,False,False,False
278,2820,2559,0.907,0.982,False,False,False
279,3077,2783,0.904,0.979,False,False,False
280,2938,2656,0.904,0.984,False,False,False
281,3049,2797,0.917,0.984,False,False,False
282,2875,2648,0.921,0.974,False,False,False
283,3312,3055,0.922,0.967,False,False,False
284,3412,3142,0.921,0.963,False,False,False
285,3429,3199,0.933,0.974,False,False,False
286,2997,2752,0.918,0.968,False,False,False
287,2917,2656,0.911,0.96,False,False,False
288,2996,2714,0.906,0.972,False,False,False
289,3025,2740,0.906,0.987,False,False,False
290,2905,2647,0.911,0.986,False,False,False
291,3056,2819,0.922,0.985,False,False,False
292,2896,2643,0.913,0.983,False,False,False
293,3006,2747,0.914,0.987,False,False,False
294,3062,2775,0.906,0.975,False,False,False
295,3061,2772,0.906,0.976,False,False,False
296,2927,2680,0.916,0.984,False,False,False
297,2994,2729,0.911,0.984,False,False,False
298,2971,2712,0.913,0.985,False,False,False
299,3048,2793,0.916,0.985,False,False,False
300,2953,2707,0.917,0.978,False,False,False
301,2952,2706,0.917,0.982,False,False,False
302,3128,2842,0.909,0.98,False,False,False
303,3103,2838,0.915,0.983,False,False,False
304,3156,2890,0.916,0.984,False,False,False
305,3247,2988,0.92,0.985,False,False,False
306,3215,2948,0.917,0.984,False,False,False
307,2987,2740,0.917,0.988,False,False,False
308,2994,2731,0.912,0.984,False,False,False
309,3091,2792,0.903,0.981,False,False,False
310,3098,2814,0.908,0.984,False,False,False
311,2978,2704,0.908,0.981,False,False,False
312,3194,2919,0.914,0.982,False,False,False
313,2968,2712,0.914,0.984,False,False,False
314,3214,2942,0.915,0.983,False,False,False
315,3174,2917,0.919,0.987,False,False,False
316,3183,2908,0.914,0.986,False,False,False
317,2692,2441,0.907,0.98,False,False,False
318,601,544,0.905,0.981,False,False,False
319,2067,1822,0.881,0.902,False,False,False
320,3012,2708,0.899,0.967,False,False,False
321,3141,2888,0.919,0.987,False,False,False
322,2788,2518,0.903,0.976,False,False,False
323,2843,2576,0.906,0.981,False,False,False
324,3072,2826,0.92,0.983,False,False,False
325,3018,2764,0.916,0.987,False,False,False
326,2812,2571,0.914,0.979,False,False,False
327,2904,2661,0.916,0.991,False,False,False
328,3033,2756,0.909,0.986,False,False,False
329,3029,2771,0.915,0.986,False,False,False
330,2858,2626,0.919,0.988,False,False,False
331,3005,2757,0.917,0.988,False,False,False
332,2788,2548,0.914,0.989,False,False,False
333,3026,2753,0.91,0.985,False,False,False
334,2955,2702,0.914,0.979,False,False,False
335,3045,2803,0.921,0.987,False,False,False
336,2969,2732,0.92,0.988,False,False,False
337,3082,2838,0.921,0.986,False,False,False
338,3027,2772,0.916,0.983,False,False,False
339,3040,2775,0.913,0.988,False,False,False
340,2593,2374,0.916,0.981,False,False,False
341,3019,2738,0.907,0.99,False,False,False
342,3035,2768,0.912,0.986,False,False,False
343,2964,2705,0.913,0.985,False,False,False
344,3143,2873,0.914,0.981,False,False,False
345,2992,2756,0.921,0.991,False,False,False
346,2988,2744,0.918,0.992,False,False,False
347,3012,2758,0.916,0.986,False,False,False
348,3029,2778,0.917,0.986,False,False,False
349,3265,2959,0.906,0.972,False,False,False
350,3062,2799,0.914,0.983,False,False,False
351,3251,3023,0.93,0.987,False,False,False
352,3211,2957,0.921,0.988,False,False,False
353,3124,2881,0.922,0.982,False,False,False
354,2944,2686,0.912,0.978,False,False,False
355,2748,2536,0.923,0.972,False,False,False
356,3233,2967,0.918,0.976,False,False,False
357,3228,2986,0.925,0.98,False,False,False
358,2917,2674,0.917,0.981,False,False,False
359,3279,3039,0.927,0.985,False,False,False
360,3054,2793,0.915,0.975,False,False,False
361,3202,2948,0.921,0.982,False,False,False
362,2941,2682,0.912,0.981,False,False,False
363,2911,2675,0.919,0.979,False,False,False
364,3116,2861,0.918,0.975,False,False,False
365,3215,2933,0.912,0.981,False,False,False
366,2743,2494,0.909,0.982,False,False,False
367,2903,2645,0.911,0.981,False,False,False
368,2810,2571,0.915,0.986,False,False,False
369,2883,2624,0.91,0.975,False,False,False
370,3165,2913,0.92,0.982,False,False,False
371,3142,2882,0.917,0.979,False,False,False
372,2930,2671,0.912,0.984,False,False,False
373,3204,2931,0.915,0.982,False,False,False
374,2953,2685,0.909,0.981,False,False,False
375,2872,2638,0.919,0.982,False,False,False
376,3012,2754,0.914,0.993,False,False,False
377,2852,2595,0.91,0.984,False,False,False
378,3108,2872,0.924,0.989,False,False,False
379,2997,2781,0.928,0.984,False,False,False
380,2645,2415,0.913,0.985,False,False,False
381,3041,2777,0.913,0.989,False,False,False
382,2964,2679,0.904,0.985,False,False,False
383,847,766,0.904,0.982,False,False,False
384,2342,2149,0.918,0.985,False,False,False
385,2879,2633,0.915,0.984,False,False,False
386,2870,2623,0.914,0.989,False,False,False
387,2804,2575,0.918,0.987,False,False,False
388,2128,1935,0.909,0.988,False,False,False
389,2512,2299,0.915,0.988,False,False,False
390,3216,2946,0.916,0.984,False,False,False
391,3293,2981,0.905,0.984,False,False,False
392,2272,2094,0.922,0.986,False,False,False
393,3219,2954,0.918,0.988,False,False,False
394,2894,2655,0.917,0.989,False,False,False
395,2840,2609,0.919,0.987,False,False,False
396,2826,2571,0.91,0.981,False,False,False
397,2692,2441,0.907,0.978,False,False,False
398,2840,2598,0.915,0.987,False,False,False
399,3068,2798,0.912,0.984,False,False,False
400,2813,2550,0.907,0.976,False,False,False
401,2957,2710,0.916,0.979,False,False,False
402,3133,2886,0.921,0.987,False,False,False
403,3120,2869,0.92,0.979,False,False,False
404,2798,2584,0.924,0.983,False,False,False
405,2753,2491,0.905,0.981,False,False,False
406,2723,2479,0.91,0.975,False,False,False
407,2972,2715,0.914,0.976,False,False,False
408,3085,2772,0.899,0.979,False,False,False
409,3108,2840,0.914,0.969,False,False,False
410,2573,2322,0.902,0.983,False,False,False
411,2651,2397,0.904,0.977,False,False,False
412,3529,3191,0.904,0.978,False,False,False
413,3332,3018,0.906,0.979,False,False,False
414,2763,2526,0.914,0.968,False,False,False
415,2892,2638,0.912,0.971,False,False,False
416,2591,2337,0.902,0.98,False,False,False
417,923,834,0.904,0.98,False,False,False
418,1658,1392,0.84,0.961,False,False,False
419,2016,1726,0.856,0.969,False,False,False
420,2129,1839,0.864,0.959,False,False,False
421,1762,1449,0.822,0.945,False,False,False
422,2152,1772,0.823,0.948,False,False,False
423,2070,1717,0.829,0.951,False,False,False
424,2137,1741,0.815,0.942,False,False,False
425,2217,1816,0.819,0.945,False,False,False
426,2100,1706,0.812,0.941,False,False,False
427,2192,1799,0.821,0.947,False,False,False
428,1995,1641,0.823,0.947,False,False,False
429,2002,1647,0.823,0.935,False,False,False
430,2200,1801,0.819,0.951,False,False,False
431,1859,1551,0.834,0.964,False,False,False
432,2134,1759,0.824,0.946,False,False,False
433,1810,1529,0.845,0.953,False,False,False
434,1965,1667,0.848,0.965,False,False,False
435,1946,1621,0.833,0.949,False,False,False
436,1931,1622,0.84,0.97,False,False,False
437,1761,1510,0.857,0.966,False,False,False
438,2014,1743,0.865,0.974,False,False,False
439,1968,1665,0.846,0.957,False,False,False
440,1975,1693,0.857,0.971,False,False,False
441,1896,1575,0.831,0.958,False,False,False
442,1929,1604,0.832,0.964,False,False,False
443,1781,1472,0.827,0.954,False,False,False
444,1928,1637,0.849,0.968,False,False,False
445,2308,1990,0.862,0.973,False,False,False
446,2005,1693,0.844,0.949,False,False,False
447,2011,1701,0.846,0.972,False,False,False
448,1961,1674,0.854,0.974,False,False,False
449,1796,1590,0.885,0.973,False,False,False
450,1908,1576,0.826,0.965,False,False,False
451,1955,1628,0.833,0.965,False,False,False
452,2208,1858,0.841,0.952,False,False,False
453,1680,1419,0.845,0.961,False,False,False
454,2092,1765,0.844,0.972,False,False,False
455,2162,1841,0.852,0.97,False,False,False
456,2266,1938,0.855,0.975,False,False,False
457,2374,2027,0.854,0.98,False,False,False
458,2446,2118,0.866,0.977,False,False,False
459,2301,1921,0.835,0.977,False,False,False
460,2146,1863,0.868,0.974,False,False,False
461,2239,1906,0.851,0.974,False,False,False
462,2289,1938,0.847,0.965,False,False,False
463,2011,1702,0.846,0.964,False,False,False
464,1951,1631,0.836,0.96,False,False,False
465,1757,1469,0.836,0.967,False,False,False
466,2093,1784,0.852,0.962,False,False,False
467,2232,1934,0.866,0.97,False,False,False
468,2199,1922,0.874,0.961,False,False,False
469,2009,1756,0.874,0.957,False,False,False
470,2044,1738,0.85,0.961,False,False,False
471,2173,1851,0.852,0.971,False,False,False
472,2005,1702,0.849,0.972,False,False,False
473,2017,1708,0.847,0.967,False,False,False
474,2221,1887,0.85,0.972,False,False,False
475,1725,1441,0.835,0.956,False,False,False
476,2096,1784,0.851,0.971,False,False,False
477,2365,2056,0.869,0.98,False,False,False
478,2378,2052,0.863,0.977,False,False,False
479,2152,1834,0.852,0.971,False,False,False
480,1890,1600,0.847,0.956,False,False,False
481,2183,1871,0.857,0.969,False,False,False
482,1913,1600,0.836,0.954,False,False,False
483,1998,1682,0.842,0.975,False,False,False
484,2182,1786,0.819,0.957,False,False,False
485,1634,1400,0.857,0.953,False,False,False
486,1655,1392,0.841,0.985,False,False,False
487,40,27,0.675,0.425,False,True,False
488,2,0,0.0,0.622,False,True,False
489,527,474,0.899,0.878,False,False,False
